Index,Listed Stocks,Industry,Sub-Industry,Assets,Liabilities,Equity,Operating Profit,BV,DER,Year
ECII,,,,1882,154,1728,-34.00,1295.00,0.09,2016
ERAA,,,,7425,4015,3409,384.00,1176.00,1.18,2016
GLOB,,,,75,755,-680,-120.00,-612.00,-1.11,2016
HERO,,,,7487,2029,5458,184.00,1305.00,0.37,2016
KOIN,,,,708,587,121,0.13,124.00,4.84,2016
LPPF,,,,4859,3004,1855,2533.00,636.00,1.62,2016
MPPA,,,,6702,4272,2430,101.00,452.00,1.76,2016
MIDI,,,,4261,3366,895,248.00,311.00,3.76,2016
MAPI,,,,10683,7480,3204,401.00,1930.00,2.33,2016
MKNT,,,,158,24,133,3.00,133.00,0.18,2016
RALS,,,,4647,1310,3337,465.00,470.00,0.39,2016
RIMO,,,,35,103,-68,-3.00,-200.00,-1.51,2016
SKYB,,,,35,1,34,39.00,58.00,0.04,2016
SONA,,,,1031,447,585,-6.00,1765.00,0.76,2016
AMRT,,,,19474,14180,5295,682.00,128.00,2.68,2016
RANC,,,,721,290,431,50.00,276.00,0.67,2016
TELE,,,,8215,5010,3205,634.00,446.00,1.56,2016
TRIO,,,,430,7239,-6809,-435.00,-1430.00,-1.06,2016
GOLD,,,,151,67,84,-6.00,267.00,0.79,2016
AKKU,,,,1070,290,780,21.00,121.00,0.37,2016
ARTA,,,,367,61,306,6.00,685.00,0.20,2016
BAYU,,,,654,281,373,34.00,1057.00,0.75,2016
BUVA,,,,2973,1262,1710,6.00,502.00,0.74,2016
PDES,,,,465,261,204,38.00,286.00,1.27,2016
FAST,,,,2578,1355,1223,226.00,613.00,1.11,2016
JGLE,,,,4000,1707,2294,-44.00,102.00,0.74,2016
GMCW,,,,40,33,7,-1.00,119.00,4.68,2016
HOME,,,,266,57,209,0.16,92.00,0.27,2016
SHID,,,,1444,497,946,1.00,845.00,0.53,2016
INPP,,,,5156,1067,4089,167.00,366.00,0.26,2016
ICON,,,,469,310,159,7.00,146.00,1.95,2016
JIHD,,,,6605,1824,4780,153.00,2052.00,0.38,2016
JSPT,,,,3890,1239,2651,232.00,1143.00,0.47,2016
MAPB,,,,1234,1086,148,157.00,- ,7.36,2016
MABA,,,,621,526,95,-33.00,- ,5.52,2016
MAMI,,,,829,211,618,20.00,187.00,0.34,2016
MAMI,,,,829,211,618,20.00,103026.00,0.34,2016
KPIG,,,,14157,2894,11264,1790.00,1635.00,0.26,2016
PANR,,,,2279,1525,754,20.00,629.00,2.02,2016
PGLI,,,,68,10,58,0.86,119.00,0.18,2016
PJAA,,,,3769,1940,1828,269.00,1143.00,1.06,2016
PTSP,,,,290,154,136,9.00,614.00,1.14,2016
PNSE,,,,501,227,274,3.00,344.00,0.83,2016
PUDP,,,,531,202,330,26.00,1000.00,0.61,2016
PSKT,,,,628,368,260,-53.00,192.00,1.42,2016
MINA,,,,117,3,114,-3.00,- ,0.03,2016
HOTL,,,,1064,695,369,-12.00,104.00,1.88,2016
EMTK,,,,20376,4571,15806,1355.00,2802.00,0.29,2016
KBLV,,,,12780,5540,7239,-1672.00,4155.00,0.77,2016
FORU,,,,258,131,127,-2.00,273.00,1.03,2016
BLTZ,,,,1300,188,1112,-15.00,2545.00,0.17,2016
MDIA,,,,2973,754,2219,777.00,566.00,0.34,2016
JTPE,,,,1052,498,554,99.00,323.00,0.90,2016
LINK,,,,5055,1092,3963,1089.00,1303.00,0.28,2016
ABBA,,,,428,268,159,-39.00,58.00,1.68,2016
MARI,,,,211,36,175,58.00,334.00,0.20,2016
MNCN,,,,14240,4753,9487,2153.00,665.00,0.50,2016
MSKY,,,,5349,4079,1269,-255.00,817.00,3.21,2016
LPLI,,,,2108,328,1779,-206.00,1520.00,0.18,2016
SCMA,,,,4821,1115,3705,2021.00,253.00,0.30,2016
TMPO,,,,341,204,138,-19.00,190.00,1.48,2016
VIVA,,,,6837,4209,2627,644.00,160.00,1.60,2016
MIKA,,,,4176,540,3636,896.00,250.00,0.15,2016
OCAP,,,,86,184,-98,-23.00,-360.00,-1.88,2016
PRDA,,,,1824,557,1267,120.00,1352.00,0.44,2016
SAME,,,,1452,601,851,27.00,721.00,0.71,2016
SRAJ,,,,2304,580,1724,-114.00,158.00,0.34,2016
SILO,,,,4216,1087,3129,172.00,2406.00,0.35,2016
ATIC,,,,2660,1902,758,106.00,404.00,2.51,2016
ASGR,,,,1723,557,1166,340.00,865.00,0.48,2016
DNET,,,,8335,106,8229,401.00,580.00,0.01,2016
LMAS,,,,479,355,124,7.00,158.00,2.85,2016
MTDL,,,,3876,2027,1849,429.00,778.00,1.10,2016
MLPT,,,,1780,958,822,176.00,439.00,1.16,2016
ABMM,,,,14419,12280,2139,199.00,777.00,5.74,2016
BNBR,,,,6558,12610,-6052,-3590.00,-62.00,-2.08,2016
BUMI,,,,14452,5883,8568,-6931.00,335.00,0.69,2016
BMTR,,,,24624,10712,13912,1412.00,980.00,0.77,2016
BHIT,,,,55293,31129,24163,1599.00,503.00,1.29,2016
MLPL,,,,24123,14758,9364,542.00,930.00,1.58,2016
PLAS,,,,354,146,208,-19.00,175.00,0.70,2016
POOL,,,,611,65,545,55.00,303.00,0.12,2016
SRTG,,,,25144,5778,19367,6585.00,7139.00,0.30,2016
DYAN,,,,1538,749,789,-55.00,185.00,0.95,2016
GEMA,,,,681,286,395,53.00,1236.00,0.72,2016
MFMI,,,,215,34,181,28.00,240.00,0.19,2016
SUGI,,,,6051,3716,2334,-1167.00,94.00,1.59,2016
ITMA,,,,1877,4,1873,319.00,2754.00,0.00,2016
BISI,,,,2622,422,2200,519.20,733.37,0.19,2017
MGNA,,,,226,172,54,-33.55,53.38,3.22,2017
AALI,,,,24935,6399,18536,2938.51,9630.88,0.35,2017
ANJT,,,,7675,2359,5316,991.18,1584.89,0.44,2017
BWPT,,,,15991,9928,6063,-166.09,192.31,1.64,2017
DSNG,,,,8482,5411,3071,604.57,289.70,1.76,2017
GOLL,,,,2471,1533,938,-23.41,255.86,1.64,2017
GZCO,,,,3518,1980,1538,-209.69,256.33,1.29,2017
JAWA,,,,3312,2473,840,-234.25,222.53,2.94,2017
LSIP,,,,9744,1622,8122,1006.24,1190.43,0.20,2017
MAGP,,,,977,388,589,-167.96,65.49,0.66,2017
PALM,,,,2849,1309,1540,75.49,216.35,0.85,2017
SGRO,,,,8285,4280,4005,481.33,2119.07,1.07,2017
SIMP,,,,33398,15217,18181,1193.87,1149.50,0.84,2017
SMAR,,,,27124,15824,11300,1198.39,3934.27,1.40,2017
SSMS,,,,9624,5571,4053,1093.70,425.52,1.37,2017
TBLA,,,,14024,10025,4000,1244.60,748.76,2.51,2017
UNSP,,,,13884,14352,-468,-1218.20,-341.42,-30.64,2017
DSFI,,,,365,204,161,9.16,86.79,1.27,2017
ADRO,,,,92318,36885,55433,12593.29,1733.05,0.67,2017
ARII,,,,4431,3892,539,-96.68,179.58,7.22,2017
ATPK,,,,1005,608,397,-311.03,68.92,1.53,2017
BORN,,,,13606,23455,-9849,737.21,-556.67,-2.38,2017
BSSR,,,,2847,816,2031,1513.16,776.12,0.40,2017
BUMI,,,,50080,46201,3879,4196.15,59.34,11.91,2017
BYAN,,,,12042,5056,6985,5691.28,2095.62,0.72,2017
DEWA,,,,5444,2361,3083,146.69,141.07,0.77,2017
DOID,,,,12811,10410,2400,1174.65,280.62,4.34,2017
DSSA,,,,37081,17378,19703,2592.56,25570.15,0.88,2017
FIRE,,,,457,233,224,-1.67,172.34,1.04,2017
GEMS,,,,8000,4041,3959,2274.15,673.03,1.02,2017
GTBO,,,,806,163,643,0.57,257.16,0.25,2017
HRUM,,,,6225,861,5363,989.42,1983.68,0.16,2017
ITMG,,,,18407,5426,12981,4905.12,11488.26,0.42,2017
KKGI,,,,1423,223,1201,266.04,240.12,0.19,2017
MBAP,,,,2178,521,1657,1066.54,1350.13,0.31,2017
MYOH,,,,1843,454,1389,230.54,629.66,0.33,2017
PTBA,,,,21987,8187,13800,6101.63,1197.85,0.59,2017
PTRO,,,,5918,3500,2419,1636.52,2398.16,1.45,2017
SMMT,,,,726,306,419,40.08,133.13,0.73,2017
SMRU,,,,2031,1007,1024,-13.36,81.94,0.98,2017
TOBA,,,,4719,2351,2368,815.53,1176.74,0.99,2017
APEX,,,,8857,8307,549,91.75,206.57,15.12,2017
ARTI,,,,2506,746,1760,32.87,224.51,0.42,2017
BIPI,,,,17856,13168,4688,508.71,116.73,2.81,2017
ELSA,,,,4855,1803,3052,326.37,418.16,0.59,2017
ENRG,,,,10250,11010,-760,1246.00,-123.77,-14.49,2017
ESSA,,,,11120,8252,2868,57.61,260.74,2.88,2017
MEDC,,,,69918,50915,19003,4003.20,1165.75,2.68,2017
MITI,,,,234,151,83,-19.17,58.78,1.82,2017
PKPK,,,,137,78,59,-19.52,98.87,1.32,2017
RUIS,,,,959,579,380,38.91,493.88,1.52,2017
ANTM,,,,30014,11524,18490,454.40,769.45,0.62,2017
CITA,,,,2678,1764,914,46.83,271.30,1.93,2017
CKRA,,,,569,15,554,-260.06,108.57,0.03,2017
DKFT,,,,2268,1098,1169,-58.73,207.41,0.94,2017
INCO,,,,29596,4948,24649,-311.87,2480.67,0.20,2017
MDKA,,,,5025,2457,2567,854.76,719.27,0.96,2017
PSAB,,,,12481,7739,4742,379.06,179.22,1.63,2017
TINS,,,,11876,5815,6061,716.21,813.87,0.96,2017
ZINC,,,,712,233,479,65.81,94.81,0.49,2017
CTTH,,,,700,379,321,6.95,261.13,1.18,2017
INTP,,,,28864,4307,24557,2287.99,6670.73,0.18,2017
SMBR,,,,5060,1647,3413,208.95,343.87,0.48,2017
SMCB,,,,19626,12429,7197,-690.46,939.19,1.73,2017
SMGR,,,,48964,18524,30439,2746.55,5131.75,0.61,2017
WSBP,,,,14920,7603,7317,1156.23,277.55,1.04,2017
WTON,,,,7068,4320,2748,419.50,315.29,1.57,2017
AMFG,,,,6268,2719,3549,63.59,8177.14,0.77,2017
ARNA,,,,1601,572,1029,166.20,140.22,0.56,2017
IKAI,,,,230,335,-105,-53.22,-133.22,-3.18,2017
KIAS,,,,1768,341,1427,-94.71,95.57,0.24,2017
MARK,,,,228,61,167,64.42,219.53,0.36,2017
MLIA,,,,5187,3432,1754,50.78,1326.00,1.96,2017
TOTO,,,,2826,1133,1694,377.66,164.13,0.67,2017
ALKA,,,,305,227,78,16.06,154.61,2.89,2017
ALMI,,,,2376,1997,379,4.72,615.05,5.27,2017
BAJA,,,,946,774,172,-28.63,95.56,4.50,2017
BTON,,,,184,29,155,14.74,214.78,0.19,2017
CTBN,,,,2025,598,1427,-211.22,1782.42,0.42,2017
GDST,,,,1287,442,845,21.91,103.08,0.52,2017
INAI,,,,1214,937,277,52.29,437.82,3.38,2017
ISSP,,,,6269,3428,2841,20.43,395.34,1.21,2017
JKSW,,,,258,703,-445,-3.14,-2965.97,-1.58,2017
JPRS,,,,357,66,291,-13.32,388.25,0.23,2017
KRAS,,,,55742,30640,25102,-1055.81,1297.50,1.22,2017
LION,,,,682,230,452,20.18,869.55,0.51,2017
LMSH,,,,161,32,130,17.49,1350.23,0.24,2017
NIKL,,,,1709,1144,564,19.52,223.60,2.03,2017
PICO,,,,720,441,280,19.25,492.08,1.58,2017
TBMS,,,,2233,1738,495,143.93,1346.82,3.51,2017
ADMG,,,,5068,1822,3246,-159.20,834.62,0.56,2017
AGII,,,,6404,3046,3358,133.82,1095.01,0.91,2017
BRPT,,,,49354,22029,27325,5221.45,1957.40,0.81,2017
DPNS,,,,308,41,268,7.57,808.85,0.15,2017
EKAD,,,,797,134,663,102.65,383.29,0.50,2017
ETWA,,,,1115,1236,-121,-140.50,-125.28,-10.19,2017
INCI,,,,304,35,268,22.08,1482.47,0.13,2017
MDKI,,,,867,105,762,59.30,421.89,0.14,2017
SRSN,,,,653,237,416,18.97,69.02,0.57,2017
TPIA,,,,40305,17789,22516,5728.73,1262.55,0.79,2017
UNIC,,,,3031,885,2146,239.17,5598.71,0.41,2017
AKPI,,,,2745,1619,1127,31.81,1656.78,1.44,2017
APLI,,,,399,172,227,3.90,151.46,0.75,2017
BRNA,,,,1965,1112,853,-224.19,871.23,1.30,2017
FPNI,,,,2599,1300,1299,-29.89,233.41,1.00,2017
IGAR,,,,513,71,442,95.76,454.58,0.16,2017
IMPC,,,,2295,1006,1289,111.42,266.68,0.78,2017
IPOL,,,,3899,1739,2160,47.46,335.25,0.80,2017
PBID,,,,1824,504,1320,302.78,703.95,0.38,2017
TALF,,,,921,155,766,31.95,566.09,0.20,2017
TRST,,,,3333,1357,1976,12.51,703.55,0.69,2017
YPAS,,,,304,176,127,-14.90,190.26,1.39,2017
CPIN,,,,24523,8820,15703,3255.71,957.61,0.56,2017
CPRO,,,,7007,8787,-1780,-2512.18,-43.99,-4.94,2017
JPFA,,,,21089,11293,9796,1740.60,858.47,1.15,2017
MAIN,,,,4072,2371,1701,4.36,759.87,1.39,2017
SIPD,,,,2240,1448,791,-237.48,590.93,1.83,2017
SULI,,,,1118,1106,12,7.40,2.95,94.10,2017
TIRT,,,,859,735,124,2.33,122.38,5.94,2017
ALDO,,,,499,269,229,38.62,417.13,1.17,2017
DAJK,,,,1309,976,333,-59.59,133.33,2.93,2017
FASW,,,,9370,6082,3288,824.53,1327.06,1.85,2017
INKP,,,,103429,59836,43593,6192.61,7967.98,1.37,2017
INRU,,,,4574,2368,2206,25.90,1588.20,1.07,2017
KBRI,,,,1171,878,293,-105.06,33.73,3.00,2017
KDSI,,,,1328,843,486,93.36,1198.86,1.74,2017
SPMA,,,,2176,1003,1172,121.31,554.34,0.86,2017
TKIM,,,,34966,21462,13504,481.52,4337.57,1.59,2017
INCF,,,,580,437,143,5.35,99.15,3.07,2017
KMTR,,,,3557,1973,1584,706.77,206.21,1.25,2017
AMIN,,,,361,179,182,51.28,168.65,0.98,2017
GMFI,,,,7304,3162,4143,917.86,146.73,0.76,2017
KRAH,,,,646,521,125,-52.63,129.12,4.15,2017
ASII,,,,295646,139317,156329,29196.00,3861.54,0.89,2017
AUTO,,,,14762,4003,10759,711.94,2232.30,0.37,2017
BOLT,,,,1189,468,721,131.97,307.49,0.65,2017
BRAM,,,,4125,1184,2941,461.57,6535.23,0.40,2017
GDYR,,,,1677,951,726,-3.60,1770.41,1.31,2017
GJTL,,,,18191,12502,5689,106.82,1632.65,2.20,2017
IMAS,,,,31375,22094,9281,148.46,3356.35,2.38,2017
INDS,,,,2435,290,2145,160.34,3268.30,0.14,2017
LPIN,,,,268,37,231,195.15,2178.46,0.16,2017
MASA,,,,8909,4344,4566,-98.40,497.18,0.95,2017
NIPS,,,,1898,1018,880,59.68,537.82,1.16,2017
PRAS,,,,1542,866,676,4.01,964.85,1.28,2017
SMSM,,,,2443,615,1828,720.64,317.47,0.34,2017
ARGO,,,,1334,2313,-979,-208.55,-2918.93,-2.36,2017
BELL,,,,466,225,241,20.23,166.12,0.93,2017
CNTB,,,,632,624,7,-8.93,55.93,85.87,2017
CNTX,,,,632,624,7,-8.93,103.87,85.87,2017
ERTX,,,,803,561,242,-24.28,188.26,2.31,2017
ESTI,,,,834,635,199,-29.96,98.91,3.18,2017
HDTX,,,,4035,3702,334,-700.88,92.61,11.10,2017
INDR,,,,10840,6988,3852,160.95,5886.40,1.81,2017
MYTX,,,,3459,3110,349,-309.81,238.01,8.91,2017
PBRX,,,,7768,4587,3181,148.41,491.03,1.44,2017
POLY,,,,3137,15916,-12779,-13.33,-5120.31,-1.25,2017
RICY,,,,1374,944,430,25.81,670.49,2.19,2017
SRIL,,,,16161,10171,5990,977.37,292.90,1.70,2017
SSTM,,,,614,352,262,0.41,223.68,1.34,2017
STAR,,,,615,124,490,4.76,102.14,0.25,2017
TFCO,,,,4487,494,3993,83.24,827.83,0.12,2017
TRIS,,,,545,189,356,21.83,340.05,0.53,2017
UNIT,,,,426,181,245,1.54,3251.81,0.74,2017
BATA,,,,856,276,579,79.52,445.62,0.48,2017
BIMA,,,,89,174,-85,10.90,-139.17,-2.06,2017
IKBI,,,,1070,197,873,4.52,713.08,0.23,2017
JECC,,,,1928,1381,547,111.62,3620.12,2.52,2017
KBLI,,,,3014,1227,1787,428.88,445.88,0.69,2017
KBLM,,,,1235,444,791,44.55,706.63,0.56,2017
SCCO,,,,4014,1286,2728,345.23,13270.66,0.47,2017
VOKS,,,,2110,1296,814,230.24,195.91,1.59,2017
PTSN,,,,910,226,685,10.29,386.45,0.33,2017
AISA,,,,8725,5320,3405,-967.48,1057.88,1.56,2017
ALTO,,,,1109,690,419,-69.73,191.29,1.65,2017
BTEK,,,,5306,3318,1988,-41.10,42.95,1.67,2017
BUDI,,,,2939,1745,1195,61.02,265.55,1.46,2017
CAMP,,,,1211,373,838,58.38,142.38,0.45,2017
CEKA,,,,1393,490,903,143.20,1517.72,0.54,2017
CLEO,,,,661,363,298,62.66,135.44,1.22,2017
DLTA,,,,1341,196,1145,369.01,1429.63,0.17,2017
HOKI,,,,577,101,476,64.38,202.54,0.21,2017
ICBP,,,,31620,11295,20324,5206.56,1742.80,0.56,2017
IIKP,,,,314,25,289,-1.71,8.60,0.09,2017
INDF,,,,87939,41183,46757,7658.55,5325.11,0.88,2017
MLBI,,,,2510,1445,1065,1780.02,505.41,1.36,2017
MYOR,,,,14916,7562,7354,2186.88,328.93,1.03,2017
PCAR,,,,141,45,96,-0.65,82.17,0.47,2017
PSDN,,,,691,391,299,53.67,207.98,1.31,2017
ROTI,,,,4560,1739,2820,186.15,455.85,0.62,2017
SKBM,,,,1623,600,1023,31.76,592.84,0.59,2017
SKLT,,,,636,329,308,27.37,445.28,1.07,2017
STTP,,,,2342,958,1385,288.55,1057.08,0.69,2017
ULTJ,,,,5187,978,4209,1026.23,364.28,0.23,2017
GGRM,,,,66760,24572,42188,10436.51,21926.06,0.58,2017
HMSP,,,,43141,9028,34113,16894.81,293.27,0.26,2017
RMBA,,,,14084,5160,8924,-400.13,245.15,0.58,2017
WIIM,,,,1226,248,978,54.49,465.79,0.25,2017
DVLA,,,,1641,525,1116,226.15,996.70,0.47,2017
INAF,,,,1530,1003,526,-56.82,169.85,1.91,2017
KAEF,,,,6096,3524,2573,449.71,463.18,1.37,2017
KLBF,,,,16616,2722,13894,3241.19,296.41,0.20,2017
MERK,,,,847,232,615,205.78,1373.74,0.38,2017
PYFA,,,,160,51,109,9.60,203.44,0.47,2017
SCPI,,,,1351,981,370,183.44,102784.72,2.65,2017
SIDO,,,,3158,262,2896,681.89,193.06,0.09,2017
SQBB,,,,438,120,318,183.74,34287.29,0.38,2017
SQBI,,,,438,120,318,183.74,326928.57,0.38,2017
TSPC,,,,7435,2353,5082,744.09,1129.34,0.46,2017
ADES,,,,840,417,423,51.10,717.09,0.99,2017
KINO,,,,3238,1182,2055,140.96,1438.62,0.58,2017
MBTO,,,,781,368,413,-31.66,385.74,0.89,2017
MRAT,,,,497,131,367,-1.36,856.85,0.36,2017
TCID,,,,2362,503,1858,243.08,9242.34,0.27,2017
UNVR,,,,18906,13733,5173,9371.66,678.03,2.65,2017
CINT,,,,477,94,382,38.32,382.27,0.25,2017
KICI,,,,149,58,91,10.64,331.52,0.63,2017
LMPI,,,,835,458,376,-34.60,373.08,1.22,2017
WOOD,,,,3843,1930,1913,233.88,306.02,1.01,2017
HRTA,,,,1418,422,997,147.19,216.39,0.42,2017
APLN,,,,28790,17293,11497,1896.49,560.80,1.50,2017
ARMY,,,,1625,488,1137,34.03,138.86,0.43,2017
ASRI,,,,20728,12156,8573,1444.66,436.28,1.42,2017
BAPA,,,,179,59,120,13.24,181.56,0.49,2017
BCIP,,,,843,483,360,61.82,251.89,1.34,2017
BEST,,,,5719,1871,3848,508.96,398.89,0.49,2017
BIKA,,,,2374,1679,696,-42.10,1174.52,2.41,2017
BIPP,,,,1749,535,1214,-24.77,241.39,0.44,2017
BKDP,,,,783,284,500,-38.10,68.32,0.57,2017
BKSL,,,,14977,5034,9943,468.31,179.93,0.51,2017
BSDE,,,,45951,16754,29197,5228.12,1516.98,0.57,2017
COWL,,,,3579,2451,1128,-33.93,231.53,2.17,2017
CTRA,,,,31706,16255,15451,1298.01,832.46,1.05,2017
DART,,,,6361,2801,3559,55.26,1133.09,0.79,2017
DILD,,,,13097,6787,6311,172.67,608.78,1.08,2017
DMAS,,,,7471,465,7006,670.24,145.36,0.07,2017
DUTI,,,,10576,2241,8335,653.01,4505.33,0.27,2017
ELTY,,,,14083,7919,6164,-310.41,141.62,1.28,2017
EMDE,,,,1869,1082,787,106.21,234.90,1.37,2017
FMII,,,,801,120,682,9.93,250.60,0.18,2017
FORZ,,,,616,440,176,8.87,112.21,2.50,2017
GAMA,,,,1403,304,1098,0.35,109.70,0.28,2017
GMTD,,,,1243,539,704,68.80,6931.76,0.77,2017
GPRA,,,,1499,466,1033,37.96,241.62,0.45,2017
GWSA,,,,7201,524,6677,190.57,855.88,0.08,2017
JRPT,,,,9473,3496,5976,1162.35,434.65,0.58,2017
KIJA,,,,11266,5366,5900,130.08,283.33,0.91,2017
LCGP,,,,1660,52,1609,-13.24,285.77,0.03,2017
LPCK,,,,12378,4657,7721,380.75,11093.01,0.60,2017
LPKR,,,,56772,26912,29860,1167.13,1293.90,0.90,2017
MDLN,,,,14600,7522,7077,676.79,564.70,1.06,2017
MKPI,,,,6828,2276,4552,1193.73,4800.29,0.50,2017
MMLP,,,,5364,693,4670,293.10,677.91,0.15,2017
MTLA,,,,4874,1874,2999,553.27,391.81,0.62,2017
MTSM,,,,80,11,69,-2.64,298.44,0.15,2017
MYRX,,,,10008,3046,6962,-63.09,86.71,0.44,2017
MYRXP,,,,10008,3046,6962,-63.09,6210.70,0.44,2017
NIRO,,,,4892,1236,3656,3.57,164.68,0.34,2017
OMRE,,,,4243,229,4014,-67.93,2300.31,0.06,2017
PLIN,,,,4639,3653,987,280.44,278.00,3.70,2017
PPRO,,,,12560,7560,5000,538.59,81.07,1.51,2017
PWON,,,,23359,10567,12791,2071.69,265.61,0.83,2017
RBMS,,,,219,43,176,14.52,539.13,0.24,2017
RDTX,,,,2280,225,2055,249.14,7644.95,0.11,2017
RODA,,,,3549,813,2735,24.06,201.24,0.30,2017
SCBD,,,,5783,1472,4311,262.87,1297.61,0.34,2017
SMDM,,,,3142,644,2498,20.41,523.43,0.26,2017
SMRA,,,,21663,13309,8354,798.95,579.04,1.59,2017
TARA,,,,1235,181,1054,1.28,104.65,0.17,2017
ACST,,,,5306,3869,1437,156.78,2053.04,2.69,2017
ADHI,,,,28333,22463,5870,957.28,1648.46,3.83,2017
CSIS,,,,335,111,224,1.01,171.59,0.49,2017
DGIK,,,,1821,1034,786,26.25,141.92,1.32,2017
IDPR,,,,1845,634,1212,117.43,604.89,0.52,2017
JKON,,,,4203,1800,2403,354.89,147.35,0.75,2017
MTRA,,,,262,128,134,16.93,173.65,0.96,2017
NRCA,,,,2342,1139,1203,177.93,481.86,0.95,2017
PBSA,,,,841,222,620,109.67,413.16,0.36,2017
PTPP,,,,41783,27540,14243,1792.26,2297.31,1.93,2017
SSIA,,,,8851,4375,4477,1698.10,951.46,0.98,2017
TOPS,,,,3778,2438,1340,275.09,200.98,1.82,2017
TOTL,,,,3243,2233,1010,320.79,296.22,2.21,2017
WEGE,,,,4608,2884,1724,295.68,180.08,1.67,2017
WIKA,,,,45684,31052,14632,1462.39,1631.20,2.12,2017
WSKT,,,,97896,75141,22755,4620.65,1676.37,3.30,2017
KOPI,,,,160,29,131,5.73,187.82,0.22,2017
LAPD,,,,672,264,407,-91.82,102.71,0.65,2017
MPOW,,,,332,186,147,15.76,179.64,1.27,2017
PGAS,,,,85259,42083,43176,3733.15,1781.09,0.97,2017
POWR,,,,17930,9257,8673,1987.57,539.13,1.07,2017
RAJA,,,,2039,410,1629,247.46,399.51,0.25,2017
TGRA,,,,390,30,360,0.26,130.90,0.08,2017
CASS,,,,1907,1108,799,449.77,382.77,1.39,2017
CMNP,,,,10737,5148,5589,863.17,1670.33,0.92,2017
JSMR,,,,79193,60833,18359,3250.45,2529.59,3.31,2017
KARW,,,,344,807,-463,32.88,-787.75,-1.74,2017
META,,,,5320,2785,2535,159.08,166.40,1.10,2017
BTEL,,,,718,14873,-14155,-1605.24,-384.93,-1.05,2017
EXCL,,,,56321,34691,21631,221.24,2023.85,1.60,2017
FREN,,,,24114,14870,9245,-2777.64,89.15,1.61,2017
ISAT,,,,50661,35846,14816,1940.43,2726.48,2.42,2017
TLKM,,,,198484,86354,112130,42659.00,1112.40,0.77,2017
APOL,,,,1168,6739,-5571,-253.01,-642.57,-1.21,2017
ASSA,,,,3307,2322,986,138.20,290.16,2.36,2017
BBRM,,,,1297,881,416,-513.20,77.45,2.12,2017
BIRD,,,,6516,1586,4931,562.18,1970.71,0.32,2017
BLTA,,,,1072,671,400,-94.61,17.05,1.68,2017
BULL,,,,4214,2074,2141,153.19,441.03,0.97,2017
CANI,,,,805,884,-79,-34.28,-94.51,-11.22,2017
GIAA,,,,50985,38284,12701,-2143.03,490.63,3.01,2017
HITS,,,,2378,1816,562,153.50,79.21,3.23,2017
IATA,,,,1053,456,598,-120.00,59.88,0.76,2017
INDX,,,,110,2,108,-57.74,247.58,0.01,2017
IPCM,,,,1510,507,1003,164.01,189.81,0.51,2017
LEAD,,,,2749,1463,1285,-269.26,317.43,1.14,2017
LRNA,,,,257,45,212,-37.22,605.38,0.21,2017
MBSS,,,,3253,708,2545,-120.71,1454.44,0.28,2017
MIRA,,,,374,145,229,-21.81,57.69,0.63,2017
NELY,,,,416,31,385,25.40,163.86,0.08,2017
PORT,,,,1891,940,952,85.36,338.23,0.99,2017
PSSI,,,,1379,551,829,63.65,164.76,0.66,2017
PTIS,,,,541,321,220,-26.00,400.30,1.46,2017
RIGS,,,,1224,399,825,-61.95,1353.75,0.48,2017
SAFE,,,,48,88,-40,-9.68,-65.11,-2.20,2017
SDMU,,,,385,163,223,-38.51,196.06,0.73,2017
SHIP,,,,2448,1492,956,196.51,382.27,1.56,2017
SMDR,,,,7977,3831,4145,232.28,1265.74,0.92,2017
SOCI,,,,7948,3686,4262,315.21,603.78,0.86,2017
TAMU,,,,1486,738,748,-43.22,199.38,0.99,2017
TAXI,,,,2010,1764,247,-548.79,114.89,7.15,2017
TMAS,,,,2918,1895,1023,19.31,896.51,1.85,2017
TPMA,,,,1558,607,951,72.23,361.17,0.64,2017
TRAM,,,,12667,6056,6611,-5.99,301.99,0.92,2017
WEHA,,,,300,148,152,68.34,171.93,0.97,2017
WINS,,,,4586,1858,2728,-538.36,675.53,0.68,2017
ZBRA,,,,5,13,-8,0.42,-8.78,-1.72,2017
BALI,,,,2422,1284,1138,52.61,313.05,1.13,2017
BUKK,,,,3507,1950,1557,254.85,589.84,1.25,2017
IBST,,,,6355,2038,4317,148.16,3195.98,0.47,2017
INDY,,,,49257,34150,15106,4065.97,2899.38,2.26,2017
OASA,,,,55,6,49,-1.38,136.20,0.12,2017
SUPR,,,,12610,8517,4093,211.14,3598.35,2.08,2017
TBIG,,,,25596,22411,3185,907.64,702.89,7.04,2017
TOWR,,,,18763,11662,7102,2802.96,696.06,1.64,2017
TRUB,,,,613,264,349,-23.79,22.07,0.76,2017
AGRO,,,,16325,13214,3111,193.63,173.71,4.25,2017
AGRS,,,,3893,3328,564,-7.32,107.33,5.90,2017
ARTO,,,,837,698,139,-12.43,115.28,5.02,2017
BABP,,,,10706,9454,1253,-906.07,58.89,7.55,2017
BACA,,,,16349,14941,1408,114.74,200.07,10.61,2017
BBCA,,,,750320,614940,131402,29158.74,5329.61,4.68,2017
BBHI,,,,2459,2018,440,15.30,109.67,4.58,2017
BBKP,,,,106443,99684,6759,121.82,743.84,14.75,2017
BBMD,,,,11818,8736,3082,353.57,753.57,2.83,2017
